-,-,-,-,-,-
-0.000404,0.000464,0.009365,-0.000402,0.000065,-0.000082
-0.002267,0.002586,0.054111,-0.002362,0.000395,-0.000481
-0.006114,0.006849,0.150448,-0.006669,0.001141,-0.001368
-0.011164,0.011987,0.279733,-0.012523,0.002211,-0.002627
-0.016341,0.016305,0.406038,-0.018193,0.003473,-0.003978
-0.020989,0.018945,0.502127,-0.022299,0.004987,-0.005127
-0.024746,0.019896,0.557738,-0.024355,0.006844,-0.005769
-0.027512,0.019722,0.577018,-0.024675,0.008923,-0.005630
-0.029275,0.019076,0.571886,-0.023939,0.010796,-0.004629
-0.029971,0.018270,0.555677,-0.022707,0.011783,-0.003026
-0.029758,0.017560,0.538604,-0.021213,0.011173,-0.001317
-0.028891,0.017417,0.525846,-0.019545,0.008617,0.000061
-0.027179,0.018292,0.518492,-0.017924,0.004464,0.000875
-0.024327,0.020273,0.515706,-0.016718,-0.000355,0.001028
-0.020688,0.022895,0.515959,-0.016259,-0.004808,0.000508
-0.017129,0.025360,0.517475,-0.016692,-0.007964,-0.000588
-0.014444,0.027021,0.518972,-0.017965,-0.009034,-0.002051
-0.012965,0.027686,0.520345,-0.019950,-0.007716,-0.003550
-0.012684,0.027357,0.522363,-0.022460,-0.004426,-0.004710
-0.013602,0.025891,0.525544,-0.025113,-0.000056,-0.005237
-0.015655,0.023331,0.529468,-0.027355,0.004375,-0.005038
-0.018525,0.020287,0.533233,-0.028698,0.007927,-0.004277
-0.021640,0.017675,0.536075,-0.028908,0.009800,-0.003325
-0.024310,0.016105,0.537511,-0.028010,0.009484,-0.002607
-0.025895,0.015661,0.537460,-0.026218,0.006897,-0.002437
-0.025921,0.016148,0.536113,-0.023909,0.002528,-0.002879
-0.024340,0.017335,0.533738,-0.021583,-0.002474,-0.003772
-0.021632,0.019064,0.530804,-0.019761,-0.006635,-0.004905
-0.018714,0.020949,0.527979,-0.018821,-0.008759,-0.006054
-0.016794,0.022217,0.525864,-0.018847,-0.008326,-0.006930
-0.016696,0.022287,0.524762,-0.019661,-0.005498,-0.007226
-0.018206,0.021217,0.524849,-0.020993,-0.000930,-0.006772
-0.020473,0.019554,0.526244,-0.022527,0.004420,-0.005696
-0.022990,0.017847,0.528682,-0.023832,0.009432,-0.004420
-0.025719,0.016250,0.531648,-0.024397,0.013011,-0.003446
-0.028423,0.014797,0.534745,-0.023839,0.014332,-0.003078
-0.030599,0.013612,0.537466,-0.022097,0.013093,-0.003316
-0.031880,0.012741,0.539063,-0.019464,0.009664,-0.003939
-0.032104,0.012252,0.539094,-0.016463,0.004916,-0.004647
-0.031345,0.012312,0.537726,-0.013679,-0.000035,-0.005225
-0.030147,0.013145,0.535498,-0.011658,-0.004033,-0.005616
-0.029242,0.014807,0.532935,-0.010726,-0.006135,-0.005840
-0.028578,0.016717,0.530029,-0.010870,-0.005900,-0.005921
-0.027602,0.018150,0.526587,-0.011982,-0.003695,-0.005890
-0.026510,0.019073,0.523032,-0.013980,-0.000524,-0.005765
-0.026246,0.019857,0.520073,-0.016683,0.002629,-0.005512
-0.027614,0.020634,0.517930,-0.019775,0.005107,-0.005138
-0.030724,0.021272,0.516361,-0.022796,0.006501,-0.004773
-0.035048,0.021809,0.515218,-0.025261,0.006571,-0.004581
-0.039790,0.022595,0.514609,-0.026856,0.005257,-0.004600
-0.044243,0.023956,0.514615,-0.027522,0.002843,-0.004653
-0.047982,0.025916,0.515186,-0.027536,0.000069,-0.004469
-0.050693,0.028203,0.516531,-0.027337,-0.002018,-0.003882
-0.052073,0.030339,0.519212,-0.027223,-0.002519,-0.002913
-0.052162,0.031979,0.523186,-0.027324,-0.001310,-0.001736
-0.051427,0.033407,0.527356,-0.027678,0.000847,-0.000622
-0.050639,0.035455,0.530827,-0.028319,0.002911,0.000103
-0.050900,0.038525,0.533742,-0.029230,0.004322,0.000193
-0.052980,0.042019,0.536454,-0.030225,0.005293,-0.000310
-0.056388,0.045051,0.538959,-0.031027,0.006386,-0.001029
-0.059664,0.047075,0.541242,-0.031425,0.007987,-0.001668
-0.062255,0.048371,0.543573,-0.031493,0.010050,-0.002376
-0.065376,0.050348,0.545936,-0.031325,0.012550,-0.003731
-0.069862,0.053675,0.547166,-0.030648,0.016248,-0.006381
-0.075216,0.056422,0.545800,-0.029619,0.021966,-0.010104
-0.081180,0.056038,0.541405,-0.029266,0.029594,-0.013702
-0.088212,0.052010,0.534425,-0.030609,0.038352,-0.015741
-0.096497,0.045508,0.525738,-0.034227,0.047292,-0.014659
-0.105538,0.037923,0.517102,-0.040171,0.055473,-0.009284
-0.115008,0.030014,0.510696,-0.047469,0.062157,0.000074
-0.124624,0.022078,0.506911,-0.054324,0.066731,0.011717
-0.132991,0.014780,0.504533,-0.059281,0.067781,0.023092
-0.137871,0.008556,0.502491,-0.061388,0.062963,0.031562
-0.137000,0.003044,0.499074,-0.059771,0.050482,0.036694
-0.129245,-0.001006,0.492489,-0.054543,0.030537,0.040401
-0.116222,-0.001128,0.483138,-0.047457,0.005837,0.044383
-0.101780,0.004216,0.473540,-0.040982,-0.019435,0.049288
-0.089606,0.013311,0.466931,-0.036972,-0.041384,0.054801
-0.081252,0.022216,0.465822,-0.036260,-0.057449,0.059268
-0.075546,0.028113,0.470814,-0.038853,-0.066993,0.060214
-0.070412,0.030791,0.480288,-0.043697,-0.071363,0.056358
-0.065088,0.031421,0.491141,-0.049450,-0.072793,0.048816
-0.058294,0.031138,0.500570,-0.055693,-0.072831,0.040106
-0.046844,0.030835,0.508364,-0.062260,-0.072486,0.032592
-0.029422,0.030762,0.516841,-0.068147,-0.073207,0.027323
-0.009297,0.029682,0.527915,-0.071082,-0.076107,0.024200
0.008313,0.026455,0.541169,-0.068809,-0.080791,0.023122
0.021074,0.021926,0.553636,-0.061574,-0.085556,0.023880
0.030628,0.019239,0.560792,-0.052168,-0.088755,0.025575
0.038464,0.021415,0.561260,-0.043163,-0.090191,0.027353
0.042416,0.025566,0.559868,-0.035590,-0.089330,0.029800
0.040659,0.026284,0.560099,-0.031373,-0.083019,0.034109
0.037359,0.024290,0.559107,-0.033259,-0.070137,0.038268
0.038226,0.022955,0.555056,-0.041014,-0.054453,0.038215
0.044441,0.022795,0.550728,-0.051871,-0.039188,0.033997
0.053311,0.022657,0.549211,-0.063285,-0.024902,0.029505
0.059773,0.021073,0.551312,-0.073077,-0.012314,0.027066
0.060035,0.017380,0.555794,-0.079480,-0.002939,0.025806
0.055291,0.011770,0.559766,-0.081936,0.002086,0.024366
0.048817,0.005076,0.560295,-0.081478,0.002459,0.022783
0.042388,-0.000510,0.556980,-0.080324,-0.001211,0.021183
0.036847,-0.003276,0.551517,-0.080353,-0.007609,0.018961
0.032680,-0.004082,0.545450,-0.082042,-0.014770,0.015931
0.029939,-0.005208,0.539999,-0.084733,-0.019668,0.012565
0.028349,-0.008268,0.536438,-0.087286,-0.019465,0.009267
0.026967,-0.013438,0.535387,-0.088714,-0.013754,0.006272
0.024663,-0.019979,0.536456,-0.088589,-0.004645,0.003934
0.021401,-0.026756,0.538696,-0.086945,0.004904,0.002687
0.018236,-0.032498,0.540986,-0.084008,0.012438,0.002654
0.015996,-0.036272,0.542076,-0.080240,0.016633,0.003521
0.014561,-0.037802,0.540961,-0.076458,0.017349,0.004767
0.013366,-0.037449,0.537777,-0.073465,0.015091,0.005867
0.011953,-0.036121,0.534078,-0.071453,0.010628,0.006434
0.010115,-0.035111,0.531673,-0.069922,0.005231,0.006233
0.007959,-0.035466,0.531462,-0.068058,0.000540,0.005138
0.005909,-0.037259,0.533538,-0.065018,-0.002486,0.003284
0.004480,-0.039564,0.537313,-0.060254,-0.004294,0.001063
0.003866,-0.041287,0.541362,-0.053932,-0.006084,-0.001029
0.004030,-0.041836,0.544060,-0.047023,-0.008653,-0.002481
0.005109,-0.040918,0.544559,-0.040805,-0.012049,-0.003052
0.007173,-0.038497,0.542968,-0.036247,-0.015839,-0.002994
0.009965,-0.035203,0.539798,-0.033817,-0.019254,-0.002771
0.013655,-0.032851,0.534516,-0.033190,-0.020492,-0.002654
0.021316,-0.032367,0.523960,-0.033707,-0.016206,-0.003087
0.037693,-0.029988,0.506247,-0.035903,-0.005650,-0.005065
0.059806,-0.021482,0.487789,-0.040201,0.005174,-0.008868
0.074849,-0.009624,0.479801,-0.044824,0.009552,-0.013163
0.073304,-0.001400,0.487050,-0.047947,0.007537,-0.016501
-,-,-,-,-,-
-0.000020,-0.000581,0.009858,-0.000684,0.000205,-0.000220
-0.000079,-0.003309,0.056847,-0.003993,0.001105,-0.001277
0.000054,-0.009037,0.157520,-0.011077,0.002807,-0.003530
0.000928,-0.016465,0.291491,-0.020171,0.004638,-0.006417
0.002712,-0.023296,0.420804,-0.028168,0.005779,-0.008972
0.004788,-0.027656,0.517426,-0.033164,0.005896,-0.010628
0.006472,-0.028671,0.571106,-0.035075,0.005186,-0.011369
0.007621,-0.026636,0.586482,-0.035141,0.004119,-0.011539
