744-,-,-,-,-,-
0.036777,-0.413042,0.084898,-0.018531,-0.023494,-0.002283
0.038910,-0.408631,0.087919,-0.024637,-0.018750,-0.007021
0.039924,-0.406928,0.091817,-0.032750,-0.012927,-0.012086
0.039615,-0.409228,0.095563,-0.041998,-0.006327,-0.017015
0.037706,-0.415276,0.097971,-0.051645,0.000559,-0.020813
0.034427,-0.424630,0.098367,-0.061192,0.007177,-0.022312
-,-,-,-,-,-
0.000166,-0.009202,0.001094,-0.000401,0.000009,-0.000172
0.000954,-0.053065,0.006401,-0.002303,-0.000048,-0.000964
0.002916,-0.147032,0.017917,-0.006382,-0.000422,-0.002618
0.006247,-0.272112,0.033337,-0.011847,-0.001087,-0.004859
0.010295,-0.393187,0.048210,-0.017177,-0.001504,-0.007279
0.013902,-0.484715,0.059263,-0.021224,-0.001439,-0.009647
0.016350,-0.537733,0.065342,-0.023478,-0.001227,-0.011896
0.017598,-0.556753,0.066986,-0.023948,-0.001152,-0.013897
0.018033,-0.553361,0.065782,-0.023009,-0.001379,-0.015335
0.018398,-0.540003,0.063524,-0.021201,-0.002047,-0.015986
0.019491,-0.525595,0.061334,-0.019116,-0.002789,-0.015814
0.021236,-0.514106,0.059674,-0.017360,-0.002850,-0.014839
0.022606,-0.506370,0.058817,-0.016357,-0.002064,-0.013279
0.022796,-0.502286,0.058936,-0.016261,-0.001158,-0.011417
0.021778,-0.501325,0.060161,-0.016911,-0.001140,-0.009538
0.020992,-0.502499,0.062057,-0.017794,-0.002170,-0.008296
0.022018,-0.504515,0.063241,-0.018547,-0.002691,-0.007637
0.022506,-0.506566,0.063113,-0.019219,-0.001627,-0.006696
0.019488,-0.508695,0.062400,-0.019646,-0.000918,-0.005688
0.015249,-0.510724,0.061535,-0.019444,-0.002521,-0.005216
0.013050,-0.511985,0.060839,-0.018535,-0.005589,-0.004985
0.013232,-0.511919,0.060891,-0.017226,-0.008655,-0.004817
0.015594,-0.510422,0.061625,-0.016173,-0.010567,-0.004652
0.019219,-0.508275,0.062568,-0.016024,-0.010057,-0.003945
0.021896,-0.506770,0.063376,-0.016765,-0.007209,-0.002681
0.022601,-0.506485,0.063735,-0.017740,-0.003625,-0.001659
0.022010,-0.507006,0.063722,-0.018311,-0.000790,-0.001411
0.020886,-0.507753,0.063707,-0.018234,0.000503,-0.001944
0.019821,-0.508725,0.063691,-0.017625,0.000107,-0.003043
0.019333,-0.510377,0.063592,-0.016719,-0.001330,-0.004308
0.019361,-0.512866,0.063556,-0.015592,-0.002862,-0.005432
0.019367,-0.515548,0.063637,-0.014155,-0.003946,-0.006475
0.018913,-0.517045,0.063887,-0.012469,-0.004561,-0.007655
0.018098,-0.515999,0.064314,-0.010952,-0.004837,-0.008814
0.017239,-0.512228,0.064693,-0.010205,-0.004677,-0.009217
0.016210,-0.507266,0.065154,-0.010635,-0.004212,-0.008342
0.015224,-0.503561,0.066193,-0.012105,-0.003992,-0.006524
0.015011,-0.502947,0.067911,-0.013913,-0.003989,-0.004363
0.015134,-0.505539,0.070107,-0.015160,-0.003649,-0.002317
0.014607,-0.509526,0.072616,-0.015269,-0.003100,-0.000987
0.014140,-0.512368,0.075001,-0.014406,-0.002874,-0.000707
0.015428,-0.512782,0.076602,-0.013309,-0.002765,-0.001140
0.018838,-0.511327,0.077150,-0.012660,-0.001998,-0.001858
0.022885,-0.508980,0.076892,-0.012808,-0.000153,-0.002789
0.025253,-0.505781,0.075889,-0.013941,0.002494,-0.003964
0.024197,-0.501392,0.073943,-0.016276,0.005078,-0.005234
0.020019,-0.496746,0.071540,-0.019797,0.006344,-0.006575
0.015383,-0.493961,0.069583,-0.023901,0.005724,-0.007930
0.012945,-0.494448,0.068666,-0.027705,0.004195,-0.008618
0.013277,-0.498127,0.069281,-0.030406,0.002968,-0.008167
0.015819,-0.503733,0.071327,-0.031419,0.002506,-0.006971
0.019276,-0.509151,0.073596,-0.030698,0.003183,-0.005450
0.021423,-0.512603,0.074704,-0.028819,0.004873,-0.003911
0.021341,-0.513332,0.074089,-0.026664,0.006480,-0.003002
0.020883,-0.511221,0.072076,-0.025150,0.007396,-0.003212
0.022603,-0.507434,0.069744,-0.024939,0.008468,-0.004445
0.027338,-0.504237,0.068241,-0.026019,0.010978,-0.006489
0.033777,-0.502850,0.067414,-0.027882,0.015571,-0.009100
0.039845,-0.503236,0.066579,-0.030064,0.021804,-0.012354
0.045361,-0.505325,0.065517,-0.032303,0.028822,-0.018245
0.050980,-0.509026,0.064284,-0.034597,0.036628,-0.029331
0.054528,-0.513261,0.064355,-0.036887,0.044418,-0.044763
0.054136,-0.515757,0.066811,-0.038721,0.049518,-0.061137
0.051945,-0.515301,0.069688,-0.040079,0.050509,-0.075839
0.050717,-0.512931,0.069806,-0.041901,0.048541,-0.087472
0.051787,-0.510369,0.065946,-0.044887,0.045574,-0.095389
0.056504,-0.508333,0.060646,-0.048713,0.042847,-0.099962
0.067303,-0.504772,0.057231,-0.052782,0.040387,-0.102201
0.084985,-0.497595,0.055357,-0.056889,0.039097,-0.101340
0.103650,-0.490234,0.053273,-0.061229,0.041245,-0.095274
0.115264,-0.487586,0.050886,-0.065956,0.046557,-0.084871
0.118506,-0.488491,0.048173,-0.071289,0.052383,-0.073596
0.117193,-0.488414,0.044411,-0.078153,0.057942,-0.062082
0.115417,-0.485319,0.039346,-0.087325,0.064166,-0.047167
0.116134,-0.479892,0.033852,-0.098290,0.071909,-0.027162
0.119818,-0.473578,0.028825,-0.109974,0.082384,-0.004551
0.124405,-0.468259,0.024747,-0.121472,0.096611,0.016530
0.127643,-0.466451,0.023296,-0.131362,0.114216,0.032531
0.128637,-0.469408,0.025643,-0.137711,0.134650,0.042099
0.122975,-0.476256,0.030235,-0.139499,0.155111,0.045774
0.105304,-0.486303,0.035537,-0.136989,0.166004,0.041773
0.084726,-0.498036,0.040577,-0.131117,0.161081,0.028965
0.074767,-0.508672,0.043913,-0.123322,0.148619,0.013264
0.072847,-0.517506,0.045221,-0.114821,0.139161,0.001462
0.070863,-0.524239,0.044618,-0.106326,0.134567,-0.004532
0.064953,-0.527059,0.042573,-0.098554,0.132916,-0.004022
0.053081,-0.524945,0.041237,-0.091872,0.129965,0.002789
0.039759,-0.518460,0.042549,-0.086359,0.120719,0.012810
0.033724,-0.509501,0.045206,-0.081689,0.105788,0.024308
0.037380,-0.501756,0.044837,-0.076709,0.090564,0.039424
0.044855,-0.499866,0.040117,-0.070942,0.080698,0.056744
0.048322,-0.506343,0.035593,-0.064856,0.080286,0.068375
0.041355,-0.519870,0.035402,-0.057620,0.089410,0.068332
0.021217,-0.536353,0.039105,-0.047208,0.103207,0.057464
-0.007542,-0.550572,0.043499,-0.033010,0.115650,0.041531
-0.037745,-0.558557,0.045595,-0.016767,0.123006,0.027561
-0.065045,-0.559128,0.044463,-0.001051,0.123362,0.019693
-0.085829,-0.553734,0.041090,0.012284,0.116328,0.018065
-0.097425,-0.545625,0.036734,0.022489,0.103995,0.021098
-0.101199,-0.538051,0.032008,0.029835,0.089788,0.027102
-0.101164,-0.532651,0.027431,0.035285,0.076162,0.034180
-0.100304,-0.528888,0.023641,0.039695,0.063911,0.040320
-0.099561,-0.524693,0.021032,0.042994,0.053169,0.044619
-0.099000,-0.519007,0.019920,0.044312,0.044006,0.047562
-0.098703,-0.513783,0.020892,0.043170,0.035846,0.049481
-0.098704,-0.512283,0.024268,0.040423,0.027433,0.049864
-0.098274,-0.515393,0.029288,0.037872,0.017623,0.047985
-0.095391,-0.520285,0.034573,0.036867,0.006442,0.043843
-0.088186,-0.522997,0.039421,0.037384,-0.004297,0.038627
-0.076900,-0.521695,0.043836,0.038469,-0.012187,0.033581
-0.063792,-0.516829,0.047569,0.039151,-0.015854,0.028807
-0.051685,-0.509331,0.050336,0.038784,-0.015452,0.023582
-0.042287,-0.499829,0.052503,0.036976,-0.012357,0.017276
-0.035689,-0.489046,0.054556,0.033605,-0.008158,0.009819
-0.031422,-0.477797,0.056566,0.028817,-0.003920,0.001669
-0.029028,-0.466808,0.058388,0.022695,-0.000158,-0.006287
-0.028112,-0.457488,0.059764,0.015384,0.003176,-0.013253
-0.028842,-0.452122,0.060505,0.007689,0.006055,-0.019285
-0.031024,-0.452250,0.060872,0.001153,0.007863,-0.024686
-0.032929,-0.457188,0.061150,-0.002615,0.007991,-0.029037
-0.032988,-0.463582,0.061592,-0.002987,0.005938,-0.031895
-0.030563,-0.466175,0.062899,-0.000734,0.001326,-0.033889
-0.025215,-0.460124,0.065646,0.002385,-0.005201,-0.035962
-0.017457,-0.443153,0.070371,0.003945,-0.011538,-0.039082
-0.007769,-0.417467,0.076953,0.001975,-0.014547,-0.045349
0.003503,-0.389932,0.083228,-0.003767,-0.011378,-0.055575
0.014024,-0.368378,0.086707,-0.012336,-0.001574,-0.067518
0.021433,-0.358005,0.086738,-0.022715,0.012169,-0.078408
-,-,-,-,-,-
0.000731,-0.007969,0.001496,-0.001086,0.000620,-0.001439
0.003488,-0.045628,0.008419,-0.006543,0.003441,-0.008016
0.007542,-0.125174,0.021556,-0.018589,0.008410,-0.021646
0.011111,-0.228829,0.035118,-0.035079,0.012236,-0.038994
0.014543,-0.325310,0.044089,-0.052964,0.011984,-0.053937
0.018602,-0.392637,0.048113,-0.071875,0.007245,-0.062055
0.023359,-0.425859,0.048118,-0.092999,-0.001969,-0.061554
0.029867,-0.433060,0.046094,-0.116814,-0.014925,-0.052975
0.038422,-0.427265,0.044655,-0.141688,-0.028183,-0.040768
0.046061,-0.421324,0.044478,-0.164557,-0.038452,-0.029397
0.049579,-0.425057,0.044340,-0.182473,-0.045300,-0.018576
0.048194,-0.443062,0.042807,-0.193562,-0.049332,-0.006032
0.042110,-0.472871,0.038897,-0.197995,-0.051680,0.009511
0.032547,-0.504897,0.031602,-0.198430,-0.053979,0.027821
0.020748,-0.526092,0.020526,-0.199552,-0.057115,0.046513
0.007812,-0.527763,0.006805,-0.206379,-0.061771,0.062274
-0.002541,-0.512101,-0.007137,-0.221818,-0.068465,0.073559
-0.005719,-0.490786,-0.018093,-0.245416,-0.076245,0.081063
-0.000201,-0.477794,-0.023208,-0.273671,-0.082769,0.086435
0.011092,-0.483269,-0.021064,-0.300917,-0.085720,0.091109
0.021701,-0.510063,-0.012657,-0.320626,-0.084915,0.095189
0.026127,-0.551429,-0.002022,-0.327543,-0.082887,0.097265
0.024190,-0.592665,0.005547,-0.320155,-0.082471,0.095659
0.020278,-0.619441,0.006616,-0.301662,-0.084228,0.090487
0.019002,-0.626779,0.001446,-0.277937,-0.086035,0.084155
0.021593,-0.618451,-0.007422,-0.254661,-0.084725,0.078911
0.026406,-0.600578,-0.017823,-0.236458,-0.078284,0.075208
0.031272,-0.579604,-0.027722,-0.226327,-0.066535,0.073112
0.033574,-0.561621,-0.034820,-0.224071,-0.051094,0.073538
0.030465,-0.549888,-0.038517,-0.226426,-0.035661,0.077743
0.021578,-0.544506,-0.040950,-0.229788,-0.024248,0.086145
0.009361,-0.544208,-0.044788,-0.232604,-0.018489,0.097471
-0.002674,-0.547386,-0.050111,-0.234948,-0.018099,0.108919
-0.010024,-0.552442,-0.055016,-0.236247,-0.021261,0.116859
-0.010336,-0.558745,-0.058728,-0.234298,-0.023763,0.117934
-0.006975,-0.565831,-0.062217,-0.226933,-0.022160,0.110683
-0.005047,-0.570188,-0.066588,-0.214275,-0.017303,0.096752
-0.006100,-0.567199,-0.071870,-0.198840,-0.011988,0.080040
-0.009229,-0.558033,-0.077235,-0.183760,-0.007294,0.063332
-0.014410,-0.550301,-0.082429,-0.170852,-0.002823,0.046951
-0.022957,-0.551386,-0.088230,-0.159384,0.000691,0.031802
-0.035126,-0.561739,-0.094966,-0.147284,0.000448,0.020073
-0.047282,-0.574441,-0.101802,-0.133566,-0.005736,0.012993
-0.053290,-0.582105,-0.107476,-0.118934,-0.016334,0.010584
-0.049673,-0.583185,-0.110473,-0.104617,-0.026893,0.011530
-0.037934,-0.581359,-0.109423,-0.090752,-0.033338,0.012813
-0.022871,-0.580186,-0.104477,-0.076116,-0.033875,0.011009
-0.010204,-0.579407,-0.097716,-0.059603,-0.029203,0.004203
-0.004072,-0.575780,-0.091937,-0.041777,-0.021878,-0.006665
-0.005021,-0.566619,-0.088973,-0.025022,-0.014780,-0.018080
-0.010374,-0.553033,-0.088697,-0.012171,-0.009585,-0.026019
-0.016588,-0.539729,-0.089519,-0.004724,-0.006405,-0.028279
-0.021403,-0.531608,-0.089625,-0.001936,-0.004657,-0.025452
-0.024092,-0.530425,-0.087964,-0.001343,-0.004039,-0.020159
-0.024634,-0.533587,-0.084819,-0.000312,-0.004336,-0.015391
-0.023903,-0.536521,-0.081517,0.002574,-0.004789,-0.012974
-0.024029,-0.536702,-0.079142,0.007376,-0.004944,-0.013255
-0.026775,-0.534298,-0.077720,0.013455,-0.005680,-0.015910
-0.031712,-0.529768,-0.076803,0.019870,-0.008104,-0.020220
-0.037170,-0.522832,-0.076231,0.025385,-0.012039,-0.024589
-0.042304,-0.513222,-0.076128,0.028458,-0.016474,-0.026744
-0.046589,-0.501844,-0.076162,0.027686,-0.020827,-0.025050
-0.048205,-0.491631,-0.075315,0.022792,-0.024529,-0.019691
-0.046182,-0.486734,-0.072861,0.015242,-0.026493,-0.012362
-0.042646,-0.489465,-0.069108,0.007676,-0.026687,-0.005348
-0.040511,-0.497439,-0.065014,0.002444,-0.026460,-0.001155
-0.041458,-0.505501,-0.061319,0.000469,-0.027269,-0.001506
-0.045328,-0.510619,-0.058384,0.001223,-0.030156,-0.005983
-0.050332,-0.512926,-0.056424,0.003522,-0.035011,-0.012626
-0.055482,-0.513193,-0.055476,0.006458,-0.041030,-0.019545
-0.060712,-0.511305,-0.055221,0.009501,-0.048314,-0.025137
-0.064377,-0.506641,-0.054867,0.011864,-0.057154,-0.028349
-0.063586,-0.499384,-0.054075,0.012720,-0.065938,-0.029380
-0.058322,-0.490846,-0.053345,0.011961,-0.071635,-0.028097
-0.053198,-0.482188,-0.052714,0.009742,-0.073307,-0.023558
-0.052253,-0.474454,-0.051803,0.006027,-0.073035,-0.016838
-0.055334,-0.469666,-0.050357,0.000959,-0.073191,-0.010610
-0.060805,-0.469834,-0.048506,-0.004864,-0.075172,-0.006433
-0.067612,-0.475127,-0.047450,-0.010223,-0.079753,-0.004818
-0.074283,-0.483874,-0.047759,-0.013664,-0.087601,-0.005303
-0.078476,-0.494112,-0.048153,-0.014067,-0.098680,-0.005979
-0.079889,-0.503952,-0.047777,-0.011052,-0.111333,-0.005165
-0.080757,-0.509651,-0.047544,-0.005534,-0.124571,-0.003214
-0.079625,-0.505953,-0.048677,0.000083,-0.139308,-0.001729
-0.070695,-0.490123,-0.051355,0.002526,-0.153797,-0.001534
-0.054041,-0.464957,-0.054689,-0.000946,-0.162510,-0.002184
-0.038171,-0.438038,-0.057298,-0.011081,-0.163073,-0.003705
-0.029653,-0.417007,-0.058451,-0.026366,-0.158220,-0.007134
-0.029127,-0.405280,-0.058465,-0.043812,-0.151184,-0.012484
-0.034901,-0.403650,-0.057979,-0.060021,-0.145386,-0.019150
-0.043068,-0.413712,-0.057728,-0.072472,-0.143996,-0.028122
-0.049420,-0.437190,-0.058358,-0.079653,-0.146726,-0.041049
-0.052735,-0.471997,-0.059704,-0.080120,-0.151839,-0.058005
-0.051697,-0.510219,-0.061007,-0.072876,-0.158618,-0.076975
-0.043864,-0.540988,-0.062323,-0.058749,-0.164929,-0.094562
-0.030829,-0.555054,-0.064433,-0.040971,-0.167737,-0.107717
-0.016806,-0.548450,-0.067621,-0.024203,-0.166395,-0.116172
-0.002994,-0.523600,-0.071820,-0.012834,-0.161009,-0.122580
0.010754,-0.487795,-0.076642,-0.009838,-0.150245,-0.130726
0.023727,-0.450355,-0.081259,-0.016043,-0.133037,-0.144723
0.035461,-0.419802,-0.084994,-0.029916,-0.109618,-0.166733
0.044554,-0.404757,-0.087281,-0.047867,-0.081566,-0.194521
0.048037,-0.413792,-0.087716,-0.064197,-0.052562,-0.223362
0.042703,-0.447867,-0.086321,-0.072023,-0.029087,-0.248792
0.027969,-0.495733,-0.083554,-0.066660,-0.019889,-0.267667
0.010289,-0.540186,-0.081124,-0.048662,-0.030601,-0.278447
-0.000061,-0.567261,-0.081941,-0.023666,-0.057341,-0.280320
0.001049,-0.571268,-0.087546,0.000425,-0.089333,-0.273094
0.010826,-0.554519,-0.095906,0.016704,-0.117869,-0.258421
0.028128,-0.524218,-0.102857,0.021182,-0.139097,-0.239585
0.054357,-0.489932,-0.105987,0.013377,-0.149037,-0.219263
0.085452,-0.461836,-0.105179,-0.004175,-0.143650,-0.198558
0.112566,-0.448357,-0.100294,-0.026759,-0.124938,-0.179062
0.130930,-0.454317,-0.092027,-0.048047,-0.099698,-0.163170
0.140925,-0.480744,-0.082428,-0.061453,-0.073649,-0.151358
0.143319,-0.523113,-0.073202,-0.062210,-0.050230,-0.142115
0.139138,-0.569299,-0.066055,-0.049217,-0.031590,-0.133704
0.131446,-0.602766,-0.063563,-0.026075,-0.017956,-0.123940
0.122439,-0.610906,-0.067483,-0.000304,-0.007459,-0.109944
0.111858,-0.592382,-0.075849,0.019742,0.000422,-0.090228
0.102011,-0.555989,-0.084631,0.028667,0.004255,-0.066599
0.097188,-0.513656,-0.091726,0.025366,0.005211,-0.042469
0.096567,-0.476650,-0.096158,0.012173,0.005942,-0.021177
0.096793,-0.453845,-0.096522,-0.006052,0.005910,-0.006306
0.098724,-0.449004,-0.092353,-0.023538,0.003973,0.000106
0.103952,-0.460542,-0.084432,-0.035647,0.002367,-0.000680
0.110177,-0.482955,-0.073536,-0.039833,0.003669,-0.006119
0.115716,-0.508147,-0.061405,-0.035867,0.008242,-0.013881
-,-,-,-,-,-
0.001547,-0.009005,-0.000793,0.000173,0.001673,-0.000258
0.008186,-0.052423,-0.005203,0.001029,0.009695,-0.001388
0.019999,-0.145756,-0.016212,0.002908,0.026322,-0.003936
0.031520,-0.268812,-0.033225,0.005240,0.046129,-0.008361
0.038708,-0.385244,-0.052485,0.006598,0.061114,-0.014778
0.042277,-0.470701,-0.069807,0.005588,0.067749,-0.022044
0.044389,-0.518825,-0.081664,0.001854,0.066743,-0.027520
0.047032,-0.536127,-0.086312,-0.003738,0.060179,-0.028010
0.052139,-0.535565,-0.084350,-0.009846,0.051390,-0.022095
0.060338,-0.530814,-0.077837,-0.014967,0.044921,-0.011749
0.069378,-0.531067,-0.069634,-0.017091,0.043954,-0.000768
0.075081,-0.539607,-0.062696,-0.014222,0.048158,0.007525
0.075172,-0.554929,-0.058755,-0.005348,0.054535,0.011239
0.070900,-0.572262,-0.058062,0.009247,0.060234,0.010438
0.064276,-0.586138,-0.060491,0.027843,0.064162,0.007017
0.055640,-0.592206,-0.065463,0.047445,0.065639,0.003338
0.045891,-0.589519,-0.071031,0.065002,0.062945,0.000509
0.039632,-0.580807,-0.074778,0.078577,0.055270,-0.000941
0.041170,-0.569888,-0.075292,0.087615,0.045601,-0.000038
0.048645,-0.561124,-0.072362,0.092976,0.038691,0.002585
0.057208,-0.558312,-0.066667,0.096380,0.036236,0.004721
0.065266,-0.562189,-0.059698,0.099512,0.037075,0.005127
0.073513,-0.569453,-0.053471,0.103504,0.040752,0.003615
0.080609,-0.575539,-0.049184,0.108610,0.047549,0.000628
0.083641,-0.579347,-0.046203,0.114655,0.056275,-0.002501
0.081536,-0.582132,-0.043126,0.121746,0.064226,-0.002693
0.074850,-0.583514,-0.039348,0.130001,0.068678,0.004106
0.063848,-0.581712,-0.035664,0.138881,0.067505,0.018240
0.049711,-0.575626,-0.033377,0.146903,0.059621,0.035362
0.036062,-0.565500,-0.032440,0.152219,0.045363,0.050472
0.027560,-0.552282,-0.031417,0.153622,0.026427,0.060751
0.026846,-0.538252,-0.029043,0.150879,0.005767,0.067089
0.033205,-0.528389,-0.024480,0.144886,-0.013466,0.072551
0.044245,-0.528108,-0.017396,0.138306,-0.028412,0.078004
0.056773,-0.538357,-0.008882,0.134959,-0.036139,0.080577
0.066635,-0.553485,-0.000903,0.137343,-0.035067,0.076653
0.069735,-0.564999,0.005154,0.144969,-0.026866,0.065739
0.063998,-0.567605,0.008600,0.155138,-0.016725,0.051059
0.052136,-0.561003,0.009168,0.164757,-0.010456,0.036991
0.040801,-0.547708,0.007790,0.171744,-0.009593,0.026730
0.034627,-0.530789,0.006289,0.175388,-0.010749,0.022312
0.032636,-0.512736,0.006113,0.175734,-0.010870,0.025005
0.031926,-0.495882,0.008008,0.172964,-0.010679,0.033621
0.032528,-0.482765,0.011890,0.167474,-0.011809,0.044268
0.035856,-0.474523,0.017215,0.160184,-0.013671,0.053248
0.040556,-0.469658,0.023006,0.152259,-0.014456,0.059281
0.042441,-0.465289,0.027901,0.144051,-0.014327,0.063385
0.039465,-0.459939,0.031508,0.134836,-0.016278,0.067199
0.035611,-0.454947,0.034794,0.124068,-0.021984,0.071379
0.036791,-0.453105,0.038805,0.112306,-0.028162,0.075664
-,-,-,-,-,-
0.000234,-0.009226,0.001390,-0.000375,-0.000012,-0.000154
0.001349,-0.053170,0.008060,-0.002118,-0.000047,-0.000904
0.003803,-0.147256,0.022373,-0.005734,-0.000059,-0.002575
0.007272,-0.272310,0.041297,-0.010407,0.000079,-0.004956
0.010946,-0.392735,0.059355,-0.014915,0.000500,-0.007477
0.014026,-0.482771,0.072823,-0.018513,0.001264,-0.009496
0.015911,-0.534104,0.080610,-0.020903,0.002241,-0.010549
0.016367,-0.551966,0.083359,-0.022030,0.003088,-0.010634
0.015848,-0.547536,0.082367,-0.022134,0.003547,-0.010186
0.015230,-0.532318,0.079226,-0.021815,0.003791,-0.009604
0.014782,-0.515760,0.075715,-0.021739,0.004114,-0.008881
0.013963,-0.504235,0.073112,-0.022144,0.004417,-0.007976
0.012722,-0.500254,0.071735,-0.022689,0.004440,-0.007220
0.011760,-0.502696,0.071267,-0.022756,0.004319,-0.006916
0.011132,-0.508256,0.071153,-0.021956,0.004429,-0.007068
0.010227,-0.513226,0.070861,-0.020433,0.004657,-0.007539
0.009021,-0.515140,0.070200,-0.018763,0.004568,-0.007946
0.007977,-0.513849,0.069218,-0.017590,0.004176,-0.007886
0.007279,-0.510966,0.067925,-0.017243,0.003811,-0.007409
0.006974,-0.508217,0.066446,-0.017604,0.003456,-0.006843
0.007297,-0.506480,0.065145,-0.018287,0.002915,-0.006363
0.008245,-0.505819,0.064372,-0.018882,0.002280,-0.006043
0.009289,-0.505771,0.064210,-0.019150,0.001673,-0.005956
0.009902,-0.505627,0.064527,-0.019137,0.000958,-0.006023
0.010182,-0.504922,0.065134,-0.019135,0.000063,-0.006008
0.010620,-0.503813,0.065761,-0.019421,-0.000699,-0.005661
0.011356,-0.502835,0.066174,-0.020030,-0.001044,-0.005017
0.012372,-0.502333,0.066305,-0.020774,-0.001063,-0.004528
0.013852,-0.502342,0.066193,-0.021432,-0.000693,-0.004623
0.015375,-0.502900,0.066075,-0.021878,0.000298,-0.005425
0.015980,-0.504123,0.066244,-0.022028,0.001665,-0.006825
0.015339,-0.505789,0.066608,-0.021868,0.002888,-0.008446
0.013830,-0.507084,0.066821,-0.021582,0.003608,-0.009711
0.012141,-0.507385,0.066663,-0.021436,0.003661,-0.010122
0.010951,-0.506998,0.066050,-0.021556,0.003194,-0.009494
0.010433,-0.506667,0.065127,-0.021844,0.002474,-0.008116
0.010627,-0.506682,0.064329,-0.022115,0.001617,-0.006608
0.011759,-0.506703,0.064061,-0.022323,0.000857,-0.005386
0.013545,-0.506493,0.064422,-0.022547,0.000550,-0.004519
0.015119,-0.506407,0.065198,-0.022821,0.000754,-0.003975
0.015658,-0.507079,0.066002,-0.023122,0.001224,-0.003632
0.014824,-0.508779,0.066548,-0.023330,0.001607,-0.003391
0.013123,-0.510961,0.066831,-0.023239,0.001664,-0.003371
0.011553,-0.512594,0.066984,-0.022843,0.001557,-0.003750
0.010589,-0.512932,0.067104,-0.022520,0.001580,-0.004598
0.009986,-0.511790,0.067146,-0.022738,0.001704,-0.005884
0.009409,-0.509690,0.066889,-0.023652,0.001593,-0.007220
0.008810,-0.507762,0.066241,-0.024996,0.000802,-0.007743
0.008572,-0.507139,0.065377,-0.026206,-0.000728,-0.006775
0.009230,-0.508230,0.064624,-0.026745,-0.002441,-0.004546
0.010734,-0.510503,0.064425,-0.026313,-0.003624,-0.002041
0.012427,-0.512973,0.064943,-0.024829,-0.003940,-0.000221
0.013693,-0.514625,0.065877,-0.022511,-0.003507,0.000508
0.014248,-0.514636,0.066920,-0.019882,-0.002618,0.000151
0.013960,-0.512679,0.067895,-0.017527,-0.001598,-0.001047
0.012764,-0.509178,0.068606,-0.015964,-0.000798,-0.002527
0.011140,-0.505204,0.069094,-0.015576,-0.000626,-0.003763
0.010155,-0.501962,0.069708,-0.016374,-0.001180,-0.004541
0.010304,-0.500457,0.070644,-0.017842,-0.001933,-0.004762
0.010907,-0.500934,0.071662,-0.019190,-0.002379,-0.004524
0.011248,-0.502427,0.072387,-0.019900,-0.002636,-0.004153
0.011419,-0.503659,0.072469,-0.020086,-0.002904,-0.003596
0.011324,-0.504358,0.071731,-0.020159,-0.002999,-0.002532
0.010914,-0.505064,0.070875,-0.020115,-0.003121,-0.001369
0.011779,-0.505234,0.070854,-0.019715,-0.003501,-0.000888
0.014568,-0.503352,0.071473,-0.019245,-0.002976,-0.001041
0.016179,-0.500115,0.071850,-0.019364,-0.000690,-0.001381
0.014066,-0.498579,0.071646,-0.020266,0.001848,-0.002020
0.010154,-0.500317,0.071141,-0.021455,0.002992,-0.003191
0.007041,-0.504117,0.070475,-0.022348,0.003131,-0.004409
0.004500,-0.508295,0.069722,-0.022635,0.002892,-0.005095
0.002425,-0.511748,0.069236,-0.022129,0.001807,-0.005458
0.002428,-0.513208,0.069264,-0.020931,0.000046,-0.005804
0.004685,-0.511883,0.069891,-0.019625,-0.001297,-0.006020
0.007482,-0.508580,0.071043,-0.018835,-0.001830,-0.006116
0.009725,-0.504875,0.072410,-0.018721,-0.001851,-0.006301
0.011459,-0.501822,0.073679,-0.019104,-0.001557,-0.006693
0.012940,-0.499828,0.074565,-0.019833,-0.000910,-0.007171
0.013912,-0.499053,0.074988,-0.020838,0.000140,-0.007495
0.014071,-0.499516,0.075119,-0.021926,0.001379,-0.007661
0.013596,-0.500871,0.075012,-0.022838,0.002613,-0.007745
0.012454,-0.502577,0.074600,-0.023468,0.003660,-0.007725
0.010759,-0.504335,0.073824,-0.023871,0.004041,-0.007673
0.009351,-0.506208,0.072642,-0.024106,0.003640,-0.007658
0.008772,-0.508296,0.071327,-0.024102,0.002944,-0.007766
0.008928,-0.510286,0.070299,-0.023743,0.002407,-0.008173
0.009512,-0.511596,0.069613,-0.023071,0.002281,-0.008865
0.010006,-0.511758,0.069145,-0.022346,0.002649,-0.009493
0.009894,-0.510741,0.068812,-0.021933,0.003324,-0.009574
0.009226,-0.509336,0.068537,-0.022032,0.003800,-0.008974
0.008848,-0.508678,0.068228,-0.022460,0.003720,-0.008032
0.009306,-0.509133,0.067637,-0.022786,0.003408,-0.007154
0.010022,-0.510112,0.066696,-0.022643,0.003251,-0.006685
0.010343,-0.510812,0.065841,-0.021968,0.003148,-0.006857
0.010275,-0.510891,0.065537,-0.020994,0.003008,-0.007425
0.010002,-0.510645,0.065802,-0.020028,0.002950,-0.007696
0.009793,-0.510746,0.066393,-0.019225,0.003054,-0.006980
0.010095,-0.511548,0.067289,-0.018515,0.003271,-0.005098
0.011144,-0.512542,0.068570,-0.017707,0.003477,-0.002688
0.012715,-0.512938,0.069986,-0.016703,0.003691,-0.000727
0.014091,-0.512691,0.071175,-0.015550,0.004000,0.000180
0.014482,-0.512411,0.071865,-0.014325,0.004168,0.000066
