-0-,-,-,-,-,-
-0.428438,-0.006113,-0.191535,-0.022132,-0.003910,-0.005762
-0.431288,-0.006803,-0.192213,-0.022126,-0.003501,-0.005742
-0.433720,-0.007214,-0.192693,-0.022038,-0.002833,-0.005695
-0.435170,-0.007369,-0.192973,-0.021842,-0.002009,-0.005631
-0.435699,-0.007255,-0.193191,-0.021524,-0.001163,-0.005523
-0.435672,-0.006938,-0.193346,-0.021080,-0.000494,-0.005347
-0.435413,-0.006631,-0.193458,-0.020620,-0.000190,-0.005147
-0.435114,-0.006397,-0.193385,-0.020335,-0.000236,-0.005008
-0.434861,-0.006128,-0.193015,-0.020325,-0.000313,-0.004985
-0.434696,-0.005786,-0.192787,-0.020601,0.000103,-0.005064
-0.434618,-0.005463,-0.193134,-0.021104,0.001210,-0.005191
-0.434538,-0.005210,-0.193908,-0.021712,0.002499,-0.005334
-0.434375,-0.004998,-0.194859,-0.022290,0.003166,-0.005502
-0.434150,-0.004870,-0.195771,-0.022716,0.002748,-0.005674
-0.433972,-0.004974,-0.196301,-0.022917,0.001428,-0.005818
-0.433922,-0.005416,-0.196226,-0.022912,-0.000074,-0.005923
-0.433963,-0.006083,-0.195663,-0.022783,-0.000966,-0.005968
-0.434035,-0.006677,-0.195117,-0.022619,-0.000887,-0.005950
-0.434128,-0.006937,-0.195105,-0.022486,-0.000095,-0.005909
-0.434287,-0.006809,-0.195606,-0.022407,0.000902,-0.005865
-0.434453,-0.006539,-0.196171,-0.022370,0.001790,-0.005817
-0.434412,-0.006508,-0.196415,-0.022359,0.002293,-0.005780
-0.434085,-0.006803,-0.196298,-0.022364,0.002005,-0.005767
-0.433645,-0.007166,-0.196107,-0.022378,0.000708,-0.005786
-0.433339,-0.007384,-0.196190,-0.022400,-0.001500,-0.005847
-0.433303,-0.007430,-0.196525,-0.022436,-0.004236,-0.005929
-0.433495,-0.007336,-0.196739,-0.022512,-0.006762,-0.006012
-0.433799,-0.007092,-0.196585,-0.022935,-0.008206,-0.006221
-0.434095,-0.006857,-0.196030,-0.024322,-0.007874,-0.006830
-0.434336,-0.006963,-0.195137,-0.026815,-0.005530,-0.007921
-0.434534,-0.007136,-0.194212,-0.029551,-0.001595,-0.009135
-0.434621,-0.006783,-0.193762,-0.031208,0.002939,-0.009876
-0.434544,-0.006085,-0.193988,-0.030941,0.006860,-0.009732
-0.434319,-0.005554,-0.194560,-0.028925,0.009265,-0.008763
-0.433968,-0.005213,-0.195076,-0.026060,0.009818,-0.007379
-0.433557,-0.004917,-0.195415,-0.023359,0.008711,-0.006045
-0.433195,-0.004769,-0.195566,-0.021514,0.006479,-0.005111
-0.432991,-0.004905,-0.195426,-0.020711,0.003672,-0.004700
-0.432957,-0.005326,-0.194922,-0.020740,0.000685,-0.004718
-0.433064,-0.005942,-0.194218,-0.021219,-0.002260,-0.004975
-0.433384,-0.006585,-0.193583,-0.021774,-0.005166,-0.005281
-0.433868,-0.007012,-0.193163,-0.022158,-0.007997,-0.005498
-0.434269,-0.007108,-0.193050,-0.022281,-0.010239,-0.005583
-0.434458,-0.006990,-0.193372,-0.022168,-0.011098,-0.005565
-0.434484,-0.006857,-0.194095,-0.021914,-0.010203,-0.005484
-0.434418,-0.006876,-0.194958,-0.021642,-0.007975,-0.005362
-0.434369,-0.007058,-0.195659,-0.021427,-0.005477,-0.005227
-0.434445,-0.007273,-0.195962,-0.021241,-0.003855,-0.005097
-0.434654,-0.007418,-0.195801,-0.020954,-0.003607,-0.004937
-0.434933,-0.007343,-0.195200,-0.020452,-0.004058,-0.004690
-0.435212,-0.006848,-0.194142,-0.019884,-0.003663,-0.004396
-0.435372,-0.005939,-0.192864,-0.019589,-0.001544,-0.004203
-0.435322,-0.004979,-0.191854,-0.019740,0.001428,-0.004225
-0.435151,-0.004465,-0.191421,-0.020245,0.003614,-0.004467
-0.434958,-0.004560,-0.191513,-0.020883,0.004064,-0.004854
-0.434694,-0.004884,-0.191945,-0.021457,0.002801,-0.005266
-0.434331,-0.005117,-0.192598,-0.021832,0.000511,-0.005570
-0.433990,-0.005342,-0.193257,-0.021937,-0.001806,-0.005689
-0.433812,-0.005455,-0.193675,-0.021823,-0.003288,-0.005640
-0.433810,-0.005172,-0.193805,-0.021648,-0.003601,-0.005520
-0.433840,-0.004634,-0.193675,-0.021568,-0.002732,-0.005443
-0.433780,-0.004265,-0.193206,-0.021639,-0.000151,-0.005470
-0.433630,-0.004245,-0.192319,-0.021842,0.004224,-0.005598
-0.433401,-0.004526,-0.191324,-0.022124,0.008400,-0.005764
-0.433133,-0.005049,-0.190687,-0.022405,0.010523,-0.005877
-0.432961,-0.005677,-0.190699,-0.022612,0.010831,-0.005881
-0.432919,-0.006161,-0.191478,-0.022678,0.009815,-0.005798
-0.432887,-0.006392,-0.192701,-0.022581,0.007628,-0.005702
-0.432862,-0.006469,-0.193897,-0.022402,0.004888,-0.005638
-0.432887,-0.006476,-0.194960,-0.022254,0.002088,-0.005623
-0.432978,-0.006384,-0.195962,-0.022164,-0.000810,-0.005658
-0.433261,-0.006257,-0.196655,-0.022132,-0.003859,-0.005691
-0.433752,-0.006239,-0.196621,-0.022183,-0.006788,-0.005678
-0.434175,-0.006262,-0.195888,-0.022322,-0.009015,-0.005649
-0.434294,-0.006266,-0.194882,-0.022482,-0.010029,-0.005623
-0.434106,-0.006289,-0.193963,-0.022589,-0.009972,-0.005574
-0.433800,-0.006190,-0.193229,-0.022614,-0.009548,-0.005509
-0.433680,-0.005847,-0.192616,-0.022562,-0.009231,-0.005469
-0.433779,-0.005482,-0.192142,-0.022443,-0.008855,-0.005476
-0.433908,-0.005470,-0.191941,-0.022312,-0.007972,-0.005510
-0.434080,-0.005897,-0.192175,-0.022235,-0.006348,-0.005552
-0.434328,-0.006492,-0.192729,-0.022221,-0.004193,-0.005622
-0.434474,-0.006945,-0.193256,-0.022237,-0.001872,-0.005716
-0.434433,-0.007115,-0.193627,-0.022280,0.000487,-0.005793
-0.434416,-0.007011,-0.193804,-0.022376,0.002867,-0.005829
-0.434584,-0.006787,-0.193737,-0.022550,0.005121,-0.005862
-0.434807,-0.006738,-0.193566,-0.022965,0.006978,-0.006017
-0.434933,-0.006902,-0.193448,-0.024014,0.008042,-0.006496
-0.435000,-0.006845,-0.193408,-0.026071,0.007855,-0.007436
-0.435010,-0.006258,-0.193514,-0.028893,0.006091,-0.008686
-0.434853,-0.005340,-0.193773,-0.031364,0.002959,-0.009737
-0.434563,-0.004521,-0.193945,-0.032426,-0.000262,-0.010123
-0.434266,-0.004144,-0.194029,-0.032146,-0.001714,-0.009896
-0.433998,-0.004298,-0.194399,-0.031370,-0.000807,-0.009479
-0.433769,-0.004767,-0.195175,-0.030701,0.001070,-0.009188
-0.433610,-0.005199,-0.196109,-0.030141,0.002127,-0.009052
-0.433570,-0.005420,-0.196806,-0.029366,0.001756,-0.008901
-0.433716,-0.005568,-0.196934,-0.028114,0.000515,-0.008529
-0.434133,-0.005767,-0.196478,-0.026436,-0.000698,-0.007879
-0.434774,-0.005883,-0.195549,-0.024657,-0.001297,-0.007066
-0.435352,-0.005890,-0.194185,-0.023145,-0.000972,-0.006273
-0.435652,-0.006032,-0.192703,-0.022144,0.000578,-0.005675
-0.435723,-0.006295,-0.191869,-0.021683,0.002956,-0.005370
-0.435716,-0.006386,-0.192169,-0.021618,0.004516,-0.005317
-0.435730,-0.006292,-0.193088,-0.021770,0.003934,-0.005382
-0.435664,-0.006197,-0.193892,-0.022016,0.001901,-0.005453
-0.435326,-0.006110,-0.194631,-0.022263,-0.000150,-0.005496
-0.434745,-0.005931,-0.195489,-0.022436,-0.002011,-0.005490
-0.434118,-0.005677,-0.196144,-0.022514,-0.004260,-0.005423
-0.433586,-0.005512,-0.196251,-0.022516,-0.007012,-0.005323
-0.433350,-0.005576,-0.195848,-0.022453,-0.009668,-0.005250
-0.433616,-0.005883,-0.195216,-0.022342,-0.011553,-0.005240
-0.434246,-0.006196,-0.194557,-0.022204,-0.012742,-0.005301
-0.434842,-0.006081,-0.193853,-0.022057,-0.014010,-0.005399
-,-,-,-,-,-
-0.007859,-0.000139,-0.003469,-0.000370,-0.000499,-0.000090
-0.045114,-0.000945,-0.020194,-0.001773,-0.002774,-0.000350
-0.124721,-0.002807,-0.056093,-0.004284,-0.007392,-0.000665
-0.230954,-0.005090,-0.103348,-0.007732,-0.013047,-0.001075
-0.334505,-0.006766,-0.148199,-0.012041,-0.017439,-0.001861
-0.413370,-0.007197,-0.181423,-0.016453,-0.019183,-0.002998
-0.459251,-0.006001,-0.199954,-0.019876,-0.018670,-0.004131
-0.475559,-0.003756,-0.205523,-0.021891,-0.016124,-0.004981
-0.471910,-0.001979,-0.202804,-0.022752,-0.010666,-0.005488
-0.458918,-0.001591,-0.196884,-0.022880,-0.002461,-0.005708
-0.444891,-0.002444,-0.191489,-0.022627,0.006296,-0.005753
-0.434534,-0.003936,-0.188287,-0.022254,0.013104,-0.005723
-0.429204,-0.005380,-0.187234,-0.021916,0.017091,-0.005660
-0.428081,-0.006304,-0.187755,-0.021683,0.018693,-0.005606
-0.429473,-0.006645,-0.189329,-0.021584,0.018134,-0.005579
-0.431752,-0.006523,-0.191291,-0.021627,0.015273,-0.005567
-0.433883,-0.006099,-0.192909,-0.021784,0.010522,-0.005583
-0.435485,-0.005680,-0.193730,-0.021966,0.005200,-0.005642
-0.436479,-0.005479,-0.193694,-0.022096,0.001126,-0.005713
-0.436847,-0.005442,-0.193082,-0.022190,-0.000143,-0.005746
-0.436693,-0.005562,-0.192421,-0.022302,0.001827,-0.005726
-0.436232,-0.005883,-0.192094,-0.022422,0.006079,-0.005695
-0.435631,-0.006261,-0.192088,-0.022496,0.010927,-0.005702
-0.435103,-0.006426,-0.192233,-0.022500,0.014674,-0.005735
-0.434881,-0.006239,-0.192360,-0.022459,0.015902,-0.005753
-0.434897,-0.005862,-0.192351,-0.022387,0.013949,-0.005740
-0.434942,-0.005568,-0.192341,-0.022292,0.009332,-0.005709
-0.434912,-0.005441,-0.192542,-0.022218,0.003557,-0.005685
-0.434702,-0.005461,-0.192977,-0.022205,-0.001502,-0.005681
-0.434356,-0.005661,-0.193571,-0.022242,-0.004509,-0.005674
-0.434180,-0.005975,-0.194132,-0.022308,-0.005267,-0.005673
-0.434342,-0.006216,-0.194358,-0.022383,-0.004391,-0.005697
-0.434687,-0.006262,-0.194136,-0.022446,-0.002695,-0.005728
-0.435033,-0.006056,-0.193563,-0.022465,-0.000836,-0.005756
-0.435350,-0.005637,-0.192865,-0.022431,0.000908,-0.005795
-0.435612,-0.005188,-0.192495,-0.022355,0.002390,-0.005830
-0.435680,-0.004907,-0.192765,-0.022263,0.003117,-0.005814
-0.435566,-0.004977,-0.193332,-0.022189,0.002598,-0.005728
-0.435476,-0.005525,-0.193658,-0.022126,0.001137,-0.005599
-0.435470,-0.006439,-0.193722,-0.022052,-0.000519,-0.005459
-0.435430,-0.007416,-0.193742,-0.021963,-0.001986,-0.005332
-0.435074,-0.009643,-0.194198,-0.020864,-0.003244,-0.004864
-0.434103,-0.015308,-0.195850,-0.016860,-0.004437,-0.003342
-0.432928,-0.022351,-0.198244,-0.010741,-0.005492,-0.001034
-0.432427,-0.025624,-0.199901,-0.006321,-0.005862,0.000651
-0.432844,-0.023620,-0.200082,-0.005957,-0.005388,0.000816
-0.433766,-0.018517,-0.198908,-0.008975,-0.004750,-0.000295
-0.434704,-0.012916,-0.197062,-0.013335,-0.004560,-0.001917
-0.435334,-0.008380,-0.195584,-0.017187,-0.005026,-0.003333
-0.435520,-0.005178,-0.194856,-0.019695,-0.006247,-0.004205
-0.435398,-0.003019,-0.194340,-0.020924,-0.007908,-0.004599
-0.435287,-0.001685,-0.193578,-0.021310,-0.009209,-0.004732
-0.435339,-0.001240,-0.192740,-0.021310,-0.009369,-0.004770
-0.435440,-0.001821,-0.192217,-0.021259,-0.007917,-0.004836
-0.435536,-0.003188,-0.192131,-0.021323,-0.004796,-0.004992
-0.435677,-0.004725,-0.192290,-0.021527,-0.000511,-0.005209
-0.435743,-0.005856,-0.192531,-0.021828,0.003960,-0.005422
-0.435618,-0.006322,-0.192896,-0.022163,0.007502,-0.005580
-0.435375,-0.006269,-0.193343,-0.022464,0.009337,-0.005669
-0.435108,-0.006092,-0.193578,-0.022673,0.009386,-0.005708
-0.434874,-0.006059,-0.193446,-0.022769,0.008207,-0.005737
-0.434680,-0.006104,-0.193097,-0.022762,0.006330,-0.005779
-0.434526,-0.006051,-0.192648,-0.022685,0.003716,-0.005811
-0.434426,-0.005843,-0.192163,-0.022581,0.000225,-0.005792
-0.434303,-0.005528,-0.191771,-0.022476,-0.003618,-0.005733
-0.434186,-0.005181,-0.191529,-0.022383,-0.006795,-0.005682
-0.434265,-0.004874,-0.191399,-0.022306,-0.008635,-0.005651
-0.434627,-0.004690,-0.191425,-0.022233,-0.009236,-0.005619
-0.435192,-0.004709,-0.191689,-0.022171,-0.009082,-0.005575
-0.435725,-0.004955,-0.192044,-0.022171,-0.008518,-0.005513
-0.436008,-0.005321,-0.192181,-0.022244,-0.007723,-0.005445
-0.436052,-0.005666,-0.192119,-0.022334,-0.006963,-0.005407
-0.435902,-0.005911,-0.192244,-0.022378,-0.006666,-0.005432
-0.435615,-0.005981,-0.192675,-0.022363,-0.007035,-0.005502
-0.435422,-0.005912,-0.193074,-0.022315,-0.007655,-0.005570
-0.435462,-0.005800,-0.193215,-0.022271,-0.007841,-0.005605
-0.435562,-0.005641,-0.193160,-0.022254,-0.007304,-0.005604
-0.435531,-0.005424,-0.192932,-0.022271,-0.006235,-0.005594
-0.435367,-0.005093,-0.192471,-0.022319,-0.004893,-0.005624
-0.435171,-0.004553,-0.191767,-0.022380,-0.003303,-0.005691
-0.435066,-0.003915,-0.191033,-0.022427,-0.001445,-0.005730
-0.435105,-0.003471,-0.190663,-0.022444,0.000361,-0.005718
-0.435267,-0.003478,-0.190830,-0.022439,0.001558,-0.005691
-0.435523,-0.003963,-0.191371,-0.022426,0.002037,-0.005684
-0.435838,-0.004682,-0.191861,-0.022409,0.002155,-0.005714
-0.436095,-0.005327,-0.191924,-0.022372,0.002014,-0.005752
-0.436102,-0.005756,-0.191768,-0.022318,0.001446,-0.005754
-0.435851,-0.005986,-0.191844,-0.022285,0.000458,-0.005714
-0.435646,-0.006072,-0.192107,-0.022296,-0.000756,-0.005657
-0.435744,-0.006072,-0.192212,-0.022361,-0.001932,-0.005632
-0.436053,-0.006007,-0.192145,-0.022493,-0.002812,-0.005663
-0.436380,-0.005805,-0.192174,-0.022675,-0.003306,-0.005716
-0.436573,-0.005483,-0.192340,-0.022845,-0.003650,-0.005765
-0.436533,-0.005193,-0.192441,-0.022956,-0.004331,-0.005820
-0.436448,-0.005078,-0.192390,-0.022986,-0.005603,-0.005881
-0.436607,-0.005136,-0.192344,-0.022923,-0.007129,-0.005913
-0.436922,-0.005217,-0.192469,-0.022800,-0.008212,-0.005877
-0.437078,-0.005268,-0.192685,-0.022661,-0.008261,-0.005783
-0.436917,-0.005315,-0.192724,-0.022506,-0.007197,-0.005705
-0.436487,-0.005235,-0.192350,-0.022339,-0.005444,-0.005684
-0.435970,-0.004943,-0.191576,-0.022218,-0.003395,-0.005688
-0.435464,-0.004611,-0.190691,-0.022194,-0.001273,-0.005706
-0.434984,-0.004571,-0.189974,-0.022246,0.000603,-0.005767
-0.434679,-0.005049,-0.189501,-0.022288,0.001998,-0.005853
-0.434748,-0.005845,-0.189207,-0.022267,0.002863,-0.005934
-0.435159,-0.006460,-0.189111,-0.022197,0.003101,-0.006005
-0.435619,-0.006663,-0.189345,-0.022114,0.002690,-0.006052
-0.435930,-0.006574,-0.189889,-0.022036,0.001688,-0.006051
-0.436072,-0.006407,-0.190469,-0.021969,-0.000008,-0.005983
-0.435950,-0.006316,-0.190824,-0.021910,-0.002307,-0.005868
-0.435622,-0.006258,-0.190916,-0.021878,-0.004502,-0.005776
-0.435390,-0.006112,-0.190931,-0.021903,-0.005773,-0.005752
-0.435440,-0.005872,-0.191057,-0.021984,-0.006045,-0.005798
-0.435806,-0.005673,-0.191151,-0.022099,-0.006072,-0.005895
-0.436298,-0.005707,-0.191012,-0.022220,-0.006677,-0.005986
-0.436486,-0.005931,-0.190763,-0.022320,-0.008082,-0.005998
-0.436262,-0.005967,-0.190495,-0.022373,-0.009985,-0.005911
-0.435958,-0.005520,-0.190193,-0.022369,-0.012024,-0.005772
-0.435850,-0.004737,-0.189964,-0.022290,-0.013947,-0.005648
-0.436007,-0.004073,-0.189783,-0.022145,-0.015322,-0.005578
-0.436329,-0.003755,-0.189522,-0.021985,-0.015370,-0.005555
-0.436604,-0.003620,-0.189240,-0.021860,-0.013561,-0.005555
-0.436782,-0.003547,-0.189018,-0.021827,-0.010141,-0.005563
-0.436985,-0.003693,-0.188890,-0.021939,-0.005858,-0.005563
-0.437218,-0.004130,-0.188935,-0.022174,-0.001757,-0.005564
-0.437323,-0.004658,-0.189113,-0.022444,0.001008,-0.005585
-0.437235,-0.005108,-0.189237,-0.022669,0.001843,-0.005608
-0.437085,-0.005500,-0.189204,-0.022808,0.000882,-0.005625
-,-,-,-,-,-
-0.007808,0.000031,-0.003486,-0.000983,-0.000070,-0.000343
-0.045404,-0.000516,-0.019580,-0.005797,-0.000664,-0.002014
-0.126698,-0.002957,-0.053191,-0.015783,-0.002616,-0.005426
-0.235546,-0.006972,-0.097535,-0.027243,-0.005744,-0.009197
-0.340901,-0.010264,-0.141001,-0.034922,-0.008126,-0.011483
-0.419918,-0.011422,-0.174867,-0.036891,-0.008283,-0.011709
-0.464623,-0.010803,-0.195477,-0.034509,-0.006709,-0.010451
-0.478847,-0.009010,-0.204128,-0.031808,-0.004290,-0.009273
-0.472352,-0.005816,-0.205326,-0.035781,-0.001089,-0.011081
-0.456277,-0.001389,-0.203152,-0.049912,0.001833,-0.017494
-0.440109,0.002310,-0.199183,-0.066706,0.002204,-0.025297
-0.429363,0.003293,-0.194238,-0.074786,-0.000224,-0.029294
-0.425217,0.001564,-0.189660,-0.070518,-0.003696,-0.027677
-0.426085,-0.001529,-0.186553,-0.057924,-0.007025,-0.022185
-0.429506,-0.004641,-0.185213,-0.042922,-0.009595,-0.015482
-0.433369,-0.006918,-0.185228,-0.029992,-0.010894,-0.009607
-0.436414,-0.008011,-0.185856,-0.021323,-0.010822,-0.005586
-0.438259,-0.007956,-0.186408,-0.017182,-0.009463,-0.003573
-0.438992,-0.007086,-0.186598,-0.016605,-0.006917,-0.003149
-0.438906,-0.005960,-0.186678,-0.018113,-0.003776,-0.003684
-0.438416,-0.005120,-0.186910,-0.020301,-0.001210,-0.004614
-0.437840,-0.004820,-0.187202,-0.022214,-0.000179,-0.005552
-0.437355,-0.004939,-0.187448,-0.023469,-0.000882,-0.006289
-0.437022,-0.005204,-0.187683,-0.024089,-0.002732,-0.006750
-0.436843,-0.005465,-0.187855,-0.024223,-0.004624,-0.006914
-0.436882,-0.005686,-0.187815,-0.023991,-0.005655,-0.006773
-0.437189,-0.005859,-0.187536,-0.023523,-0.005633,-0.006393
-0.437662,-0.005999,-0.187273,-0.023011,-0.004916,-0.005940
-0.438039,-0.006133,-0.187402,-0.022698,-0.004083,-0.005625
-0.438075,-0.006230,-0.187904,-0.022872,-0.003607,-0.005640
-0.437812,-0.006179,-0.188381,-0.023706,-0.003646,-0.006067
-0.437461,-0.005966,-0.188628,-0.025031,-0.004224,-0.006788
-0.437120,-0.005700,-0.188707,-0.026398,-0.005233,-0.007567
-0.436921,-0.005495,-0.188602,-0.027321,-0.006204,-0.008143
-0.437020,-0.005471,-0.188208,-0.027437,-0.006556,-0.008315
-0.437295,-0.005656,-0.187504,-0.026676,-0.006139,-0.008035
-0.437530,-0.005875,-0.186605,-0.025349,-0.005334,-0.007431
-0.437722,-0.005858,-0.185817,-0.023955,-0.004717,-0.006741
-0.437926,-0.005594,-0.185400,-0.022878,-0.004657,-0.006195
-0.438073,-0.005421,-0.185414,-0.022252,-0.005060,-0.005879
-0.437998,-0.005487,-0.185732,-0.022006,-0.005438,-0.005733
-0.437624,-0.005521,-0.185867,-0.021989,-0.005145,-0.005686
-0.437181,-0.005259,-0.185488,-0.022058,-0.003654,-0.005697
-0.437081,-0.004762,-0.185003,-0.022135,-0.000927,-0.005723
-0.437474,-0.004332,-0.184914,-0.022201,0.002506,-0.005714
-0.438115,-0.004209,-0.185191,-0.022259,0.005960,-0.005649
-0.438650,-0.004364,-0.185625,-0.022312,0.008979,-0.005559
-0.438839,-0.004611,-0.186107,-0.022361,0.011362,-0.005498
-0.438578,-0.004804,-0.186542,-0.022395,0.013143,-0.005511
-0.437885,-0.004895,-0.186874,-0.022403,0.014463,-0.005599
-0.436972,-0.004975,-0.186987,-0.022393,0.015262,-0.005717
-0.436144,-0.005210,-0.186835,-0.022386,0.015201,-0.005814
-0.435584,-0.005644,-0.186665,-0.022400,0.013998,-0.005854
-0.435401,-0.006169,-0.186734,-0.022428,0.011786,-0.005832
-0.435715,-0.006597,-0.187005,-0.022456,0.009154,-0.005791
-0.436481,-0.006776,-0.187277,-0.022501,0.006888,-0.005774
-0.437345,-0.006724,-0.187493,-0.022565,0.005617,-0.005786
-0.437836,-0.006639,-0.187819,-0.022615,0.005434,-0.005823
-0.437734,-0.006684,-0.188353,-0.022620,0.005969,-0.005866
-0.437183,-0.006709,-0.188902,-0.022566,0.006889,-0.005871
-0.436516,-0.006382,-0.189313,-0.022457,0.008007,-0.005823
-0.436080,-0.005625,-0.189702,-0.022325,0.008984,-0.005744
-0.436083,-0.004750,-0.190088,-0.022226,0.009273,-0.005670
-0.436386,-0.004207,-0.190269,-0.022203,0.008436,-0.005616
-0.436648,-0.004223,-0.190140,-0.022239,0.006469,-0.005553
-0.436672,-0.004647,-0.189758,-0.022284,0.003890,-0.005457
-0.436531,-0.005154,-0.189216,-0.022323,0.001425,-0.005358
-0.436513,-0.005519,-0.188633,-0.022369,-0.000424,-0.005322
-0.436751,-0.005720,-0.188122,-0.022411,-0.001485,-0.005394
-0.437134,-0.005863,-0.187639,-0.022416,-0.001819,-0.005557
-0.437594,-0.006042,-0.187081,-0.022375,-0.001579,-0.005733
-0.437986,-0.006135,-0.186539,-0.022321,-0.000892,-0.005857
-0.438036,-0.005947,-0.186257,-0.022279,0.000138,-0.005926
-0.437731,-0.005625,-0.186416,-0.022237,0.001395,-0.005947
-0.437286,-0.005544,-0.186988,-0.022179,0.002721,-0.005907
-0.436803,-0.005851,-0.187800,-0.022110,0.003827,-0.005834
-0.436367,-0.006283,-0.188695,-0.022060,0.004342,-0.005758
-0.436105,-0.006472,-0.189559,-0.022061,0.004000,-0.005673
-0.435948,-0.006447,-0.190251,-0.022123,0.002786,-0.005592
-0.435799,-0.006544,-0.190537,-0.022218,0.000982,-0.005553
-0.435764,-0.006846,-0.190291,-0.022305,-0.000927,-0.005553
-0.435983,-0.007056,-0.189639,-0.022349,-0.002442,-0.005563
-0.436441,-0.006924,-0.188761,-0.022341,-0.003254,-0.005581
-0.436917,-0.006511,-0.187947,-0.022289,-0.003338,-0.005616
-0.437166,-0.005978,-0.187545,-0.022208,-0.002791,-0.005649
-0.437168,-0.005405,-0.187618,-0.022128,-0.001591,-0.005654
-0.437031,-0.004949,-0.188072,-0.022021,0.000274,-0.005611
-0.436853,-0.004873,-0.188830,-0.021731,0.002512,-0.005465
-0.436769,-0.005123,-0.189631,-0.021131,0.004573,-0.005176
-0.436812,-0.005260,-0.190130,-0.020385,0.005848,-0.004823
-0.436838,-0.005123,-0.190338,-0.019861,0.005861,-0.004566
-0.436808,-0.005013,-0.190451,-0.019776,0.004615,-0.004517
-0.436869,-0.005093,-0.190374,-0.020091,0.002762,-0.004686
-0.437042,-0.005201,-0.189971,-0.020641,0.001239,-0.004978
-0.437088,-0.005209,-0.189438,-0.021229,0.000650,-0.005246
-0.436804,-0.005174,-0.189116,-0.021678,0.000947,-0.005389
-0.436270,-0.005166,-0.189195,-0.021904,0.001820,-0.005414
-0.435657,-0.005152,-0.189525,-0.021914,0.003105,-0.005365
-0.435079,-0.005152,-0.189714,-0.021632,0.004555,-0.005215
-0.434802,-0.005264,-0.189550,-0.020812,0.005661,-0.004837
-0.435079,-0.005441,-0.189143,-0.019494,0.006057,-0.004223
-0.435688,-0.005504,-0.188768,-0.018314,0.005806,-0.003654
-0.436180,-0.005343,-0.188787,-0.017958,0.004967,-0.003453
-0.436401,-0.004969,-0.189365,-0.018548,0.003444,-0.003692
-0.436396,-0.004507,-0.190255,-0.019717,0.001425,-0.004223
-0.436163,-0.004134,-0.190999,-0.020975,-0.000604,-0.004849
-0.435842,-0.004060,-0.191286,-0.021971,-0.002166,-0.005418
-0.435679,-0.004441,-0.191242,-0.022557,-0.002972,-0.005830
-0.435680,-0.005138,-0.191207,-0.022700,-0.003078,-0.005987
-0.435698,-0.005738,-0.191253,-0.022434,-0.002875,-0.005820
-0.435753,-0.005962,-0.191295,-0.021953,-0.002931,-0.005430
-0.435930,-0.005891,-0.191420,-0.021567,-0.003744,-0.005088
-0.436059,-0.005777,-0.191659,-0.021458,-0.005194,-0.004991
-0.435878,-0.005821,-0.191797,-0.021598,-0.006393,-0.005114
-0.435440,-0.006142,-0.191594,-0.021845,-0.006472,-0.005321
-0.435041,-0.006629,-0.191013,-0.022073,-0.005259,-0.005494
-0.434950,-0.006911,-0.190260,-0.022225,-0.003338,-0.005580
-0.435320,-0.006703,-0.189670,-0.022309,-0.001610,-0.005595
-0.436052,-0.006181,-0.189467,-0.022346,-0.000650,-0.005589
-0.436868,-0.005796,-0.189580,-0.022343,-0.000445,-0.005581
-0.437567,-0.005751,-0.189795,-0.022310,-0.000707,-0.005572
-0.437959,-0.005925,-0.190035,-0.022280,-0.001210,-0.005577
-0.437838,-0.006139,-0.190304,-0.022277,-0.001689,-0.005616
-0.437284,-0.006175,-0.190539,-0.022299,-0.001761,-0.005671
-0.436672,-0.005897,-0.190655,-0.022346,-0.001304,-0.005698
-0.436362,-0.005489,-0.190551,-0.022402,-0.000581,-0.005702
-0.436469,-0.005201,-0.190206,-0.022439,0.000047,-0.005730
-0.436868,-0.005011,-0.189705,-0.022454,0.000342,-0.005787
-,-,-,-,-,-
-0.007892,-0.000141,-0.003405,-0.000399,-0.000034,-0.000100
-0.045437,-0.000744,-0.019578,-0.002296,-0.000237,-0.000578
-0.125850,-0.001886,-0.054152,-0.006372,-0.000754,-0.001609
-0.233111,-0.003253,-0.100293,-0.011850,-0.001529,-0.002989
-0.337228,-0.004503,-0.145314,-0.017246,-0.002286,-0.004320
-0.415919,-0.005432,-0.179645,-0.021415,-0.002670,-0.005299
-0.461100,-0.005930,-0.199615,-0.023871,-0.002371,-0.005813
-0.476467,-0.006066,-0.206689,-0.024733,-0.001301,-0.005929
-0.471930,-0.006080,-0.205090,-0.024504,0.000325,-0.005830
-0.458399,-0.006151,-0.199421,-0.023786,0.002021,-0.005672
-0.444236,-0.006262,-0.193080,-0.023049,0.003269,-0.005519
-0.434025,-0.006326,-0.188072,-0.022529,0.003904,-0.005386
-0.429015,-0.006313,-0.185346,-0.022249,0.004091,-0.005292
-0.428258,-0.006190,-0.184777,-0.022124,0.003994,-0.005257
-0.429955,-0.006018,-0.185480,-0.022097,0.003702,-0.005286
-0.432467,-0.005959,-0.186638,-0.022151,0.003263,-0.005377
-0.434678,-0.005997,-0.187877,-0.022241,0.002623,-0.005509
-0.436053,-0.006018,-0.189071,-0.022307,0.001723,-0.005643
-0.436583,-0.006038,-0.190178,-0.022340,0.000656,-0.005731
-0.436514,-0.006034,-0.191074,-0.022369,-0.000285,-0.005759
-0.436105,-0.005908,-0.191486,-0.022398,-0.000718,-0.005730
-0.435638,-0.005668,-0.191273,-0.022417,-0.000491,-0.005657
